"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:0vYdnirXT8jqwbx90NpptP","Saajan Mera Us Paar Hai","spotify:artist:61JrslREXq98hurYL2hYoc","Lata Mangeshkar","spotify:album:4vDd7jvvLdtZRcSn0jWCff","Ganga Jamuna Saraswathi","spotify:artist:71hjb5G92mGoKRSAW3Cj00","Anu Malik","1988-10-16","https://i.scdn.co/image/ab67616d0000b273ab6634241e2d74b1321e2c5a","1","2","303186","https://p.scdn.co/mp3-preview/e3660400f59500e50f2bf72b3e5079d9510b037b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","INS188810042","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:5LrRwxvWSWzcpEJRqgfltO","Teri Dulhan Sajaungi (From ""Barsaat"")","spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:4oVMLzAqW6qhRpZWt8fNw4, spotify:artist:5TPY1mgCEaVjJQnpDPFJVF, spotify:artist:0xHXoShMJw3xDArjL8IHtt","Alka Yagnik, Kailash Kher, Priyanka Chopra, Nadeem Shravan","spotify:album:4J9h9fuhMwjilpmiwEabtv","Teri Dulhan Sajaungi (From ""Barsaat"")","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:4oVMLzAqW6qhRpZWt8fNw4","Nadeem Shravan, Alka Yagnik, Kailash Kher","2005-06-15","https://i.scdn.co/image/ab67616d0000b273889711cf1b5cca5e88016ce1","1","1","391908","https://p.scdn.co/mp3-preview/c4620cecfb0c859fd4f18cd32b57d2df5eafc62a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","INSY92400017","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:16LrVogeqYzGOfPXCzTVyU","Sajan Sajan Teri Dulhan","spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Alka Yagnik","spotify:album:77dBVKvNRHQtaxg1u5MKLL","Aarzoo","spotify:artist:71hjb5G92mGoKRSAW3Cj00","Anu Malik","1999-03-19","https://i.scdn.co/image/ab67616d0000b2736648188ebc8f37a56f5a4a21","1","6","441333","https://p.scdn.co/mp3-preview/51109a57a4d4c4a8c23d0f820555a90c16ad8091?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","INH100361320","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:5sJjo5vHh3icLEntFQlt8w","Oodhni","spotify:artist:70B80Lwx2sxti0M1Ng9e8K, spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Udit Narayan, Alka Yagnik","spotify:album:6Ecxx7dytiZt0Tr0jCNmNY","Tere Naam","spotify:artist:0sSxphmGskGCKlwB9xa6WU, spotify:artist:3qdu3XhzSzkRhbwdFKnSuw","Himesh Reshammiya, Sajid-Wajid","2003-06-28","https://i.scdn.co/image/ab67616d0000b2731ede9124863a37702dcb90aa","1","2","413146","https://p.scdn.co/mp3-preview/d11d4af8d063257dc4adc965a429c09674d3a84c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","INS180351129","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:3WQyg3aakTMchXSeBnstLi","Rab Kare","spotify:artist:70B80Lwx2sxti0M1Ng9e8K, spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Udit Narayan, Alka Yagnik","spotify:album:7KPRB8KERypJQurpX1xUpm","Mujhse Shaadi Karogi","spotify:artist:3qdu3XhzSzkRhbwdFKnSuw, spotify:artist:71hjb5G92mGoKRSAW3Cj00","Sajid-Wajid, Anu Malik","2004-05-31","https://i.scdn.co/image/ab67616d0000b2731627c9b73fb3ccc0f8b89187","1","1","259880","https://p.scdn.co/mp3-preview/102b55af1f6ec1ccb625b9f6a89d16c745ae72d0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","INS180461119","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:7rrXbrwlRAl8m0RlfQThow","Bahut Jatate Ho Pyar","spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:3vXBH4XwXSLM1YIrRBt98k","Alka Yagnik, Mohammed Aziz","spotify:album:46MmugGQ3jdyyxcT7euD5g","Aadmi Khilona Hai (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt","Nadeem Shravan","1993-04-14","https://i.scdn.co/image/ab67616d0000b273bb7fe97819e52a95c6236508","1","1","431071","https://p.scdn.co/mp3-preview/a98697301cfd393a49b5dd8cf41fa7286e02f607?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","INV119300592","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:1Ny7PAWw0wrvuHFRACJKPK","Chori Chori Dil Tera","spotify:artist:4K6blSRoklNdpw4mzLxwfn, spotify:artist:2ZYr5GyuON26s6T35CQylk","Kumar Sanu, Sujata Goswamy","spotify:album:3supZm6PBLghQ1LTrpUruh","Phool Aur Angaar","spotify:artist:71hjb5G92mGoKRSAW3Cj00","Anu Malik","1993-08-02","https://i.scdn.co/image/ab67616d0000b27332d66b89c6db67bebb1d50f9","1","2","399450","https://p.scdn.co/mp3-preview/39743c9dfd217423e31555c14382f2d90dc967e1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","INS939301002","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:3qTlcDR5n5NCExaJMun20V","Ghoonghat Ki Aadh Se","spotify:artist:4K6blSRoklNdpw4mzLxwfn, spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Kumar Sanu, Alka Yagnik","spotify:album:63Y2RfrgCziZL6Jz8YCqV1","Hum Hain Rahi Pyar Ke (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt","Nadeem Shravan","1993-07-05","https://i.scdn.co/image/ab67616d0000b2735a5d99f08ec514c24dc3ac01","1","3","376560","https://p.scdn.co/mp3-preview/0535e10319da9c8595110580f2e4a6b191c28968?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","INT109300045","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:2LcviSkfYFqTQaFMT6zd3N","Yeh Dua Hai Meri","spotify:artist:4K6blSRoklNdpw4mzLxwfn, spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Kumar Sanu, Alka Yagnik","spotify:album:6AJIBV7Krlqm57CdotNn64","Sapne Saajan Ke (Original Motion Picture Soundtrack)","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","1992-07-24","https://i.scdn.co/image/ab67616d0000b2737b015aa3f9a5c6845edb9ded","1","5","375678","https://p.scdn.co/mp3-preview/5238ba5e0345c73b8c60044c69eaba1302665683?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","FRX202474067","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:1hhmxIIa43oIMYRG0DLhZW","Saaton Janam Main Tere","spotify:artist:4K6blSRoklNdpw4mzLxwfn, spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Kumar Sanu, Alka Yagnik","spotify:album:1PDILz2Sxow9ZRNlTKfBKD","Dilwale (Original Motion Picture Soundtrack)","spotify:artist:5sifufajls8Q6k04Y4F8mH, spotify:artist:0xHXoShMJw3xDArjL8IHtt","Sameer Anjaan, Nadeem Shravan","1993-07-15","https://i.scdn.co/image/ab67616d0000b273dd6c0a1425420d6049a88e27","1","6","339253","https://p.scdn.co/mp3-preview/0b6a50046681c172b2af3bdda5db5e1c1d149bb9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","INV119301155","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:2Hg2x9hK9lmwqVXZ6FM1Ry","Falak Dekhun","spotify:artist:1dVygo6tRFXC8CSWURQJq2","Sonu Nigam","spotify:album:4HaPtlICUuRXPUNoQ9m1lq","Garam Masala (Original Motion Picture Soundtrack)","spotify:artist:1wRPtKGflJrBx9BmLsSwlU","Pritam","2005-09-15","https://i.scdn.co/image/ab67616d0000b27311961e2c2b752fd919c7ec66","1","4","313333","https://p.scdn.co/mp3-preview/2f0f6226a499e025a2a9c3f245a93e6560c06d54?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","INV110500482","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:70O5Rpo2B2FB4B5bf68JWw","Apnaa Mujhe Tu Lagaa","spotify:artist:1dVygo6tRFXC8CSWURQJq2, spotify:artist:1Fp2NbOlCFFrrkc29QbhBC, spotify:artist:3KxvVvRRJE9ZYb3HbOGJSl","Sonu Nigam, Chirantan Bhatt, Shakeel Azmi","spotify:album:6d9tmgL9LCbUwYPg7rvGpN","1920 Evil Returns","spotify:artist:1Fp2NbOlCFFrrkc29QbhBC","Chirantan Bhatt","2012-10-09","https://i.scdn.co/image/ab67616d0000b273872577a9e646019e97782fda","1","1","364019","https://p.scdn.co/mp3-preview/d528b0db4e411b57213a217c6175449ddd77d38b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","INS181204310","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:1LZzUWParmtfuuydjmQVbS","Waada Raha Sanam","spotify:artist:2ZRrPOjBIWoKK5rHedLijj, spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Abhijeet, Alka Yagnik","spotify:album:3Mt8S7NELrp2cP2AFWwt66","Khiladi (Original Motion Picture Soundtrack)","spotify:artist:4YgUVg4p7xtMOrOS4GjiJZ","Jatin-Lalit","1994-01-30","https://i.scdn.co/image/ab67616d0000b273ee975c4d9269c9abd133ff9d","1","1","359988","https://p.scdn.co/mp3-preview/b3030dc78293a2fa77cf66f597e2a6cae882f3ae?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","INV119400018","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:0qukxG69SSFA0n1qyR6szS","Bin Tere Sanam","spotify:artist:70B80Lwx2sxti0M1Ng9e8K, spotify:artist:6WPmTGeeoymoVlXVtsCwz7","Udit Narayan, Kavita Krishnamurthy","spotify:album:1a8QGPg7O93LqKze9EvfU1","Yaara Dildara (Original Mostion Picture Soundtrack)","spotify:artist:4YgUVg4p7xtMOrOS4GjiJZ","Jatin-Lalit","1993-01-23","https://i.scdn.co/image/ab67616d0000b273edbe2c1827df72fcd17ac76d","1","1","390560","https://p.scdn.co/mp3-preview/1475ee2a1b1d6b8d485f005dd422aad2af3b4d3f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","INV119300069","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:5thheALMKZqEl479BxqAnL","Dil Laga Liya Maine","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:70B80Lwx2sxti0M1Ng9e8K, spotify:artist:5sifufajls8Q6k04Y4F8mH","Nadeem Shravan, Alka Yagnik, Udit Narayan, Sameer Anjaan","spotify:album:6JEOfsQttKfoSkmdCbWy43","Dil Hai Tumhaara (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:5sifufajls8Q6k04Y4F8mH","Nadeem Shravan, Sameer Anjaan","2002-09-06","https://i.scdn.co/image/ab67616d0000b273b8e928fe24553b093c038224","1","5","271000","https://p.scdn.co/mp3-preview/b79718aaf384c0a8b7e4c0149b048ff39aafbf2c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","INT100200009","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:5yKaiBEY3IrnGUYt3mpyEe","Dil Hai Tumhaara","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:70B80Lwx2sxti0M1Ng9e8K, spotify:artist:4K6blSRoklNdpw4mzLxwfn, spotify:artist:5sifufajls8Q6k04Y4F8mH","Nadeem Shravan, Alka Yagnik, Udit Narayan, Kumar Sanu, Sameer Anjaan","spotify:album:6JEOfsQttKfoSkmdCbWy43","Dil Hai Tumhaara (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:5sifufajls8Q6k04Y4F8mH","Nadeem Shravan, Sameer Anjaan","2002-09-06","https://i.scdn.co/image/ab67616d0000b273b8e928fe24553b093c038224","1","4","401000","https://p.scdn.co/mp3-preview/e2a33b09f282c38de12f1656ed0d76f3f4aae6a8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","INT100200013","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:76rnuvBT4eDYJb3KsN4iQx","Jeena Sirf Merre Liye","spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:7guD32ltIhsA1tHdf7IVe0, spotify:artist:6WPmTGeeoymoVlXVtsCwz7","Alka Yagnik, Babul Supriyo, Kavita Krishnamurthy","spotify:album:5xLrDGNNrSmLhyi9rQIb2v","Jeena Sirf Mere Liye (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt","Nadeem Shravan","2002-11-01","https://i.scdn.co/image/ab67616d0000b273c513047901df02a06f2a6d6c","1","1","337186","https://p.scdn.co/mp3-preview/e1919a201746e565a145ba058998126e8dfe7cc8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","FRX202458015","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:3KVqw41sR0lTDtbDGWPtzf","Kitni Bechain Hoke","spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:70B80Lwx2sxti0M1Ng9e8K","Alka Yagnik, Udit Narayan","spotify:album:7wCuE5QvFDGaqM86kfeWsH","Kasoor (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt","Nadeem Shravan","2000-08-25","https://i.scdn.co/image/ab67616d0000b2733315b732161967b90fde53e9","1","1","445120","https://p.scdn.co/mp3-preview/0bd649124e639c319ac44dd8bc37939743947fab?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","INH100051730","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:6st8IGdWzyqmc9IXE39hgY","Aapke Pyaar Mein (From ""Raaz"")","spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Alka Yagnik","spotify:album:6gM20rL0fDLdrsL53S9f9l","Raaz (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt","Nadeem Shravan","2002-02-01","https://i.scdn.co/image/ab67616d0000b2738e7a297e1323746235f2c2e3","1","1","330000","https://p.scdn.co/mp3-preview/a75d63261fbede448f8a5d6ba74d114197560ec4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","INT100100003","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:1UCOAzrtTtnlgkf4dTAjgG","Jo Bhi Kasmein (From ""Raaz"")","spotify:artist:70B80Lwx2sxti0M1Ng9e8K, spotify:artist:5TTV6plK4r2BDMUyyl7cC9, spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Udit Narayan, Alka Yagnik & Arvind Hasabnish, Alka Yagnik","spotify:album:6gM20rL0fDLdrsL53S9f9l","Raaz (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt","Nadeem Shravan","2002-02-01","https://i.scdn.co/image/ab67616d0000b2738e7a297e1323746235f2c2e3","1","2","339840","https://p.scdn.co/mp3-preview/1aeea5baada590b520bfbcb6df3de372f814d0db?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","INT100100001","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:10XBcLRAOQnpGWddOwxSMG","Main Agar Saamne (From ""Raaz"")","spotify:artist:2ZRrPOjBIWoKK5rHedLijj, spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Abhijeet, Alka Yagnik","spotify:album:6gM20rL0fDLdrsL53S9f9l","Raaz (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt","Nadeem Shravan","2002-02-01","https://i.scdn.co/image/ab67616d0000b2738e7a297e1323746235f2c2e3","1","3","346000","https://p.scdn.co/mp3-preview/79592194fc4c3b8d15f1411890b7513c90dcdf22?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","INT100100006","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:6pJQm0Pvl3GFEiJj2WsouX","Kitna Pyaara Hai","spotify:artist:70B80Lwx2sxti0M1Ng9e8K, spotify:artist:5TTV6plK4r2BDMUyyl7cC9, spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Udit Narayan, Alka Yagnik & Arvind Hasabnish, Alka Yagnik","spotify:album:6gM20rL0fDLdrsL53S9f9l","Raaz (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt","Nadeem Shravan","2002-02-01","https://i.scdn.co/image/ab67616d0000b2738e7a297e1323746235f2c2e3","1","5","261000","https://p.scdn.co/mp3-preview/080f66fbf22fefd9d2c839d24ac2f4c89e0cda4b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","INT100100004","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:3jGWCOhkmGbrvItevbpamZ","Itna Main Chahoon (From ""Raaz"")","spotify:artist:70B80Lwx2sxti0M1Ng9e8K, spotify:artist:5TTV6plK4r2BDMUyyl7cC9, spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Udit Narayan, Alka Yagnik & Arvind Hasabnish, Alka Yagnik","spotify:album:6gM20rL0fDLdrsL53S9f9l","Raaz (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt","Nadeem Shravan","2002-02-01","https://i.scdn.co/image/ab67616d0000b2738e7a297e1323746235f2c2e3","1","4","321000","https://p.scdn.co/mp3-preview/aa07c2d734182b1daa3360d79f717026bd0145c2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","INT100100005","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:4MXbapIy7rkrO3XqeSchts","Hum Tumko Nigahon Mein","spotify:artist:70B80Lwx2sxti0M1Ng9e8K, spotify:artist:0oOet2f43PA68X5RxKobEy","Udit Narayan, Shreya Ghoshal","spotify:album:7LIh26TzbLJPk7OqAP0pCa","Garv- Pride &amp; Honour","spotify:artist:3qdu3XhzSzkRhbwdFKnSuw, spotify:artist:71hjb5G92mGoKRSAW3Cj00","Sajid-Wajid, Anu Malik","2004-05-07","https://i.scdn.co/image/ab67616d0000b273e743391e0d47a799e2f58869","1","1","362373","https://p.scdn.co/mp3-preview/1ae2a5f01d35e2e126182495a12828baa6aa5155?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","INS180461389","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:1rI5W6OaCUwatFq4R4NrCO","Tu Jo Hans Hans Ke - From ""Raja Bhaiya""","spotify:artist:70B80Lwx2sxti0M1Ng9e8K, spotify:artist:6WPmTGeeoymoVlXVtsCwz7","Udit Narayan, Kavita Krishnamurthy","spotify:album:4BnXfdW0D6AzhF8wBPy9Xm","Udit Narayan Hits","spotify:artist:70B80Lwx2sxti0M1Ng9e8K","Udit Narayan","2024-05-21","https://i.scdn.co/image/ab67616d0000b273d1085bbbdb7dfa3b26458b5d","1","1","302481","","false","57","INUM70501101","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:3Q8WCb10T1EWrjQyb3DCTr","Tera Naam Liya","spotify:artist:1oMNjZOVmloobqepH8HLc7, spotify:artist:4hkB2bR5ek6lJChj6aunCn, spotify:artist:3yS84AjNFqhmuJlIXy7sax","Manhar Udhas, Anuradha Paudwal, Laxmikant–Pyarelal","spotify:album:6d6b13Ll4jO28SPGXler57","Ram Lakhan","spotify:artist:3yS84AjNFqhmuJlIXy7sax","Laxmikant–Pyarelal","1989-01-27","https://i.scdn.co/image/ab67616d0000b27373c5ac7ceac8b986a9a4f712","1","3","354725","https://p.scdn.co/mp3-preview/9bfed13dbacf11c3494ccdd2b3fbe2872011a065?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","INH109236040","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:1Iq3EB6BKHyvOEph7dAFTd","Tum Se Achcha Kaun Hai Chand Tare Phool","spotify:artist:64K7dDYqbTWTATxVvIm0Sl","Tauseef Akhtar","spotify:album:3BFhKFFjRy2JRGcFoyPIMz","Tum Se Achcha Kaun Hain (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt","Nadeem Shravan","2002-06-02","https://i.scdn.co/image/ab67616d0000b2734198325300159bb37e0ee45b","1","1","304493","https://p.scdn.co/mp3-preview/65c61cb8b7716e13f0473e94938f7cae072ad78e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","INV110200378","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:7eMALavv9CgU8R7ETPtDNK","Kitna Haseen Chehra (From ""Dilwale"")","spotify:artist:4K6blSRoklNdpw4mzLxwfn","Kumar Sanu","spotify:album:0LVMI64BPt0IRrDd1XuWkG","Bollywood Best Trio - Kumar Sanu, Nadeem - Shravan","spotify:artist:4K6blSRoklNdpw4mzLxwfn","Kumar Sanu","2016-07-01","https://i.scdn.co/image/ab67616d0000b27362e9e3154a09ddcb9c16c1c5","1","2","354455","https://p.scdn.co/mp3-preview/45bd346ff2eab883b7a1ff4f0af806391a87bcf0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","INV119301150","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:44QCycNgqPxNaij2BrA9H3","Chhupana Bhi Nahin Aata - From ""Baazigar- Hindi""","spotify:artist:1gHVDWrG6hVra3ZxV7mQWd","Vinod Rathod","spotify:album:6sR5oeKyogQ6L7wOzO5U3t","Best of Bollywood Singers - Shaan & Vinod Rathod","spotify:artist:1gHVDWrG6hVra3ZxV7mQWd, spotify:artist:5cB4d4jPYjMT326sjihQ4m","Vinod Rathod, Shaan","2016-11-05","https://i.scdn.co/image/ab67616d0000b273d0024672330772090b9856e4","1","4","419040","https://p.scdn.co/mp3-preview/b321f5b2e1a56177eaa8e88e51eab5c73888983e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","INV119300501","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:7v6kXbTvpHbhq5LHruy0xV","Jhanjharia - Male Version","spotify:artist:71hjb5G92mGoKRSAW3Cj00, spotify:artist:2ZRrPOjBIWoKK5rHedLijj, spotify:artist:5ixQ5hSywFLUaxoaA0uVaH","Anu Malik, Abhijeet, Anand Raj Anand","spotify:album:3203HE6RBAAYGt2Yi3VOin","Krishna (Original Motion Picture Soundtrack)","spotify:artist:71hjb5G92mGoKRSAW3Cj00","Anu Malik","1996-08-02","https://i.scdn.co/image/ab67616d0000b2730f144d9d2dda42361b9ef2bc","1","4","282866","https://p.scdn.co/mp3-preview/76c738472691074b84e5b263532d49940079a6b2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","INT109600194","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:7sq200so7hXgy3nZWWzAyj","Mujhe Pyar Hua Allamiya (From ""Judaai"")","spotify:artist:2ZRrPOjBIWoKK5rHedLijj","Abhijeet","spotify:album:2oUWSHubOyXXSFN7gzLlkq","Sensational Duets (Abhijeet & Alka Yagnik)","spotify:artist:2ZRrPOjBIWoKK5rHedLijj, spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Abhijeet, Alka Yagnik","2016-07-01","https://i.scdn.co/image/ab67616d0000b273e502f2e2b6e5560e2f67208c","1","5","284316","https://p.scdn.co/mp3-preview/1567b5dbe79497831faf78501d247e539492c661?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","INV119600126","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:3BoU0KUeXBAkXaiDdVOBS1","Der Na Ho Jaye Kahin","spotify:artist:61JrslREXq98hurYL2hYoc, spotify:artist:0w4e7HVbqAHFPN6VkIlvhe, spotify:artist:7w1zmT80oR9CemEEugZHei, spotify:artist:58Mjvx1Xu4ofQZp3UkJiTh, spotify:artist:1DeBLQaoBzL0ten42szf0g","Lata Mangeshkar, Suresh Wadkar, Mohammad Sayeed, Farid Sabri, Satish","spotify:album:72AsVyR0q9DomDbK860xNj","Henna","spotify:artist:0y633xrd3L3rSxpZ4awgnG","Ravindra Jain","1991-06-28","https://i.scdn.co/image/ab67616d0000b2734a92e09f409de5fbc6fc7970","1","10","501866","https://p.scdn.co/mp3-preview/6a696d377ef96b33508e21e82f21b893571956aa?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","INH109830940","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:09s6eGnk5Sw1hQoi8exoIv","Ek Mulaqat Zaroori Hai Sanam","spotify:artist:1cOCqS19DweGitcM94Eedy, spotify:artist:7vD5r3s8SvGMdRgIr7QsSo","Ameen Sabri, Fareed Sabri","spotify:album:2GUgjv6LmNExLkU8SBsxvd","Sirf Tum","spotify:artist:4PhJv48oy3YJMQ5hDt9BFu","Bhushan Dua","1999-03-12","https://i.scdn.co/image/ab67616d0000b27341b97779a1bce1ef72346f49","1","5","734333","https://p.scdn.co/mp3-preview/3ad6558bc87d5fbe89b7a8570a1cbc1361fe2031?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","INS189911190","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:3v67ZxfJZOHNNR37ZbTPL3","Tum To Thehre Pardesi","spotify:artist:57FWjr32rSTzLcG5DIowkb","Altaf Raja","spotify:album:3ehCbE73W55g5cNQJGI0Ym","Tum To Thehre Pardesi","spotify:artist:57FWjr32rSTzLcG5DIowkb","Altaf Raja","1999-10-23","https://i.scdn.co/image/ab67616d0000b2738bd6318c00b7b55d5a97e824","1","1","874299","https://p.scdn.co/mp3-preview/c9f1675b9bc6f278c5cbbd8586386f3a77a7add6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","INV119900507","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
