"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:64bX3WWzjUomaRfPcQvCNn","Bahut Pyar Karte Hai - Female Version","spotify:artist:4hkB2bR5ek6lJChj6aunCn","Anuradha Paudwal","spotify:album:0vM40ZvKzbI97anisDuMGJ","Saajan (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:5sifufajls8Q6k04Y4F8mH","Nadeem Shravan, Sameer Anjaan","1993-06-20","https://i.scdn.co/image/ab67616d0000b2739711c40e3ffc7e7f179336ed","1","3","265666","https://p.scdn.co/mp3-preview/bcd06910986787a5f0dbbae89ed90348b41657c6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","INV119300922","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:6boYaYafMoyPZAw8VMasNm","Kitaben Bahut Si (From ""Baazigar"")","spotify:artist:5as8A4G47Ohu9NSWs3Je8U, spotify:artist:1gHVDWrG6hVra3ZxV7mQWd","Asha Bhosle, Vinod Rathod","spotify:album:2WUQrdLpwQLDeMYZvpMGlN","Suron Ki Mallika - Asha Bhosle","spotify:artist:5as8A4G47Ohu9NSWs3Je8U","Asha Bhosle","2016-07-01","https://i.scdn.co/image/ab67616d0000b273732319ec0936e5f775863b98","1","3","389386","https://p.scdn.co/mp3-preview/a4a4372891ed8dc88b3b334e30a5df52a7904ce4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","INV119300500","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:3SwkKcpCModXgfYCFn67CA","Waada Raha Sanam (From ""Khiladi"")","spotify:artist:2ZRrPOjBIWoKK5rHedLijj","Abhijeet","spotify:album:2oUWSHubOyXXSFN7gzLlkq","Sensational Duets (Abhijeet & Alka Yagnik)","spotify:artist:2ZRrPOjBIWoKK5rHedLijj, spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Abhijeet, Alka Yagnik","2016-07-01","https://i.scdn.co/image/ab67616d0000b273e502f2e2b6e5560e2f67208c","1","2","359988","https://p.scdn.co/mp3-preview/9769a7e3de21fa70f2cf5a383c7f7f45e0070d3a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","INV119400018","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:5BqBeEwb9sqUtRLKyzgQQe","Tu Meri Zindagi Hai","spotify:artist:4hkB2bR5ek6lJChj6aunCn, spotify:artist:4K6blSRoklNdpw4mzLxwfn, spotify:artist:7op82a4Hg19bs5i63swfII, spotify:artist:5sifufajls8Q6k04Y4F8mH","Anuradha Paudwal, Kumar Sanu, Super Cassettes Industries Private Limited, Sameer Anjaan","spotify:album:7mUTDWUBOPcpXTALk1TJuX","Aashiqui","spotify:artist:7op82a4Hg19bs5i63swfII","Super Cassettes Industries Private Limited","1989-12-26","https://i.scdn.co/image/ab67616d0000b27349e862c57d46af9c26a97201","1","8","285280","https://p.scdn.co/mp3-preview/06789fc2981aed3ca28c3c960a9b0a1353269eb8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","INS189010008","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:3UIPvWCcwthECWnWcyMQdc","Mera Dil Bhi Kitna Pagal Hai","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:5sifufajls8Q6k04Y4F8mH","Nadeem Shravan, Sameer Anjaan","spotify:album:0vM40ZvKzbI97anisDuMGJ","Saajan (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:5sifufajls8Q6k04Y4F8mH","Nadeem Shravan, Sameer Anjaan","1993-06-20","https://i.scdn.co/image/ab67616d0000b2739711c40e3ffc7e7f179336ed","1","7","324893","https://p.scdn.co/mp3-preview/6f15ecfa7cfb2bfcb588f052a3fc2c93bca477fd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","INV119300926","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:1MVjn7qcDOW4xx4tRnEiDx","Pehli Baar Mile Hain","spotify:artist:2ae6PxICSOZHvjqiCcgon8","S. P. Balasubrahmanyam","spotify:album:0vM40ZvKzbI97anisDuMGJ","Saajan (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:5sifufajls8Q6k04Y4F8mH","Nadeem Shravan, Sameer Anjaan","1993-06-20","https://i.scdn.co/image/ab67616d0000b2739711c40e3ffc7e7f179336ed","1","6","376093","https://p.scdn.co/mp3-preview/01aedfc5185b2f03a0f5f4db720c3dd78d8b588e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","INV119300925","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:0HMgVudqf6TUi7aiTZ7m4A","Ghar Se Nikalte Hi","spotify:artist:70B80Lwx2sxti0M1Ng9e8K","Udit Narayan","spotify:album:0s3A29A57fSFQwU44DFm4I","Tera Naam Mera Naam","spotify:artist:70B80Lwx2sxti0M1Ng9e8K, spotify:artist:3vXBH4XwXSLM1YIrRBt98k, spotify:artist:1dVygo6tRFXC8CSWURQJq2, spotify:artist:6WPmTGeeoymoVlXVtsCwz7","Udit Narayan, Mohammed Aziz, Sonu Nigam, Kavita Krishnamurthy","2010-09-21","https://i.scdn.co/image/ab67616d0000b2739559972d279ac654cfb49111","1","1","440999","https://p.scdn.co/mp3-preview/33bb567e1eae80c07fd5bf343d5647498358d2c7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","INS181005424","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:3GCvRY92yUzSRQ3V9mVElL","Tumhein Apna Banane Ki Kasam Khai Hai","spotify:artist:4K6blSRoklNdpw4mzLxwfn","Kumar Sanu","spotify:album:34azeudgg4ZYXfUo9gRymm","Sadak","spotify:artist:4PhJv48oy3YJMQ5hDt9BFu","Bhushan Dua","1991-12-31","https://i.scdn.co/image/ab67616d0000b273df70d76da3c8f0c850cac437","1","12","339866","https://p.scdn.co/mp3-preview/eb67accab6dedecd8d08cca51be24a340b9a5887?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","INS189110032","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:00wU6YKnzNlavZ1TPpLUlp","Sochenge Tumhe Pyar (From ""Deewana"")","spotify:artist:4K6blSRoklNdpw4mzLxwfn","Kumar Sanu","spotify:album:0LVMI64BPt0IRrDd1XuWkG","Bollywood Best Trio - Kumar Sanu, Nadeem - Shravan","spotify:artist:4K6blSRoklNdpw4mzLxwfn","Kumar Sanu","2016-07-01","https://i.scdn.co/image/ab67616d0000b27362e9e3154a09ddcb9c16c1c5","1","1","362888","https://p.scdn.co/mp3-preview/53d81dd1bdb3160879a29a5161f7a460caa6d34d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","INV119200170","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:2S3irWsiX7nO9ePHpoMzBC","Dil Ne Yeh Kaha Hain Dil Se - From ""Dhadkan""","spotify:artist:70B80Lwx2sxti0M1Ng9e8K, spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:4K6blSRoklNdpw4mzLxwfn","Udit Narayan, Alka Yagnik, Kumar Sanu","spotify:album:4Q9hzMKWB7qSAduQrdArjo","Versatile Bollywood Actor - Akshay Kumar","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2016-02-07","https://i.scdn.co/image/ab67616d0000b273c5a145533cd2840c2e7c14e3","1","9","426631","https://p.scdn.co/mp3-preview/b0f264ca539fc2413ac0c781e6bae577b1d20dba?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","INV110000484","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:30rlIsmzrbG0iW5DgSQggb","Tu Pyar Hai Kisi Aur Ka (From ""Dil Hai Ke Manta Nahin"")","spotify:artist:4hkB2bR5ek6lJChj6aunCn, spotify:artist:4K6blSRoklNdpw4mzLxwfn","Anuradha Paudwal, Kumar Sanu","spotify:album:6pEtmFcEdVWbsZYuGKX2Ug","Ultimate Romantic Duet - Kumar Sanu & Anuradha Paudwal","spotify:artist:4K6blSRoklNdpw4mzLxwfn, spotify:artist:4hkB2bR5ek6lJChj6aunCn","Kumar Sanu, Anuradha Paudwal","2017-02-13","https://i.scdn.co/image/ab67616d0000b27316af621290a2ff0418f60066","1","18","412493","https://p.scdn.co/mp3-preview/ff9a1a6b6485d317eaa2a4445bf519305b6c8d37?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","INS189110012","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:18i1q3iqyO87q0PwOWgw1C","Dil Kehta Hai (From ""Akele Hum Akele Tum"")","spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:4K6blSRoklNdpw4mzLxwfn","Alka Yagnik, Kumar Sanu","spotify:album:0cPqV7ANsEL2kF0CDBf5Kv","Bollywood Melody Queen (Alka Yagnik)","spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Alka Yagnik","2016-07-01","https://i.scdn.co/image/ab67616d0000b273ce374238522272ac62ef5a02","1","11","415666","https://p.scdn.co/mp3-preview/5f7a06f7920ac83c2750c872490336debb2783d9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","INV119500461","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:24yLjsc1fobEusKNfUoEPC","Pehli Pehli Baar Mohabbat Ki Hai (From ""Sirf Tum"")","spotify:artist:4K6blSRoklNdpw4mzLxwfn, spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Kumar Sanu, Alka Yagnik","spotify:album:3xJMsHADs1MrIc8s4viJUJ","Dheere Dheere Se - The Era Of Kumar Sanu","spotify:artist:4K6blSRoklNdpw4mzLxwfn","Kumar Sanu","2018-10-17","https://i.scdn.co/image/ab67616d0000b27324ba1bc988b5ba4922429d8a","1","5","459426","https://p.scdn.co/mp3-preview/1c6fe28501a4e4830d25421c0ffd19c99c4f04d2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","INS189911186","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:7qzsNpJvOR8attSueN3zqq","Do Dil Mil Rahe Hai","spotify:artist:4K6blSRoklNdpw4mzLxwfn","Kumar Sanu","spotify:album:5SKotVYCyEbrc2efbRMcsJ","Pardes (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:3Bku4b0uiR8KJSXu7U8Iyy","Nadeem Shravan, Anand Bakshi","1997-08-08","https://i.scdn.co/image/ab67616d0000b273a9df849755dad656e002852e","1","1","400226","https://p.scdn.co/mp3-preview/b192bc2ed72e1785492cf8a3b6a5b347d7eb43af?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","INT109700001","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:0MOJU1KKbcDTgkdUtLs8G3","Aaye Ho Meri Zindagi Mein - Female Version","spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Alka Yagnik","spotify:album:5G16twTP5dS4B99YLakLE6","Raja Hindustani (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt","Nadeem Shravan","1996-11-15","https://i.scdn.co/image/ab67616d0000b273261cc572f6df52bfd2ad5743","1","1","363333","https://p.scdn.co/mp3-preview/2ae358dfe9ce7b4148045da96924967f5ae3d99c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","INT109600003","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:368WunUYuPt29BAesTxA4V","Tum Dil Ki Dhadkan Mein","spotify:artist:2ZRrPOjBIWoKK5rHedLijj, spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Abhijeet, Alka Yagnik","spotify:album:3fP94oJh2aZzegj1DZtfUv","Dhadkan (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:5sifufajls8Q6k04Y4F8mH","Nadeem Shravan, Sameer Anjaan","2000-07-02","https://i.scdn.co/image/ab67616d0000b273cac69d193e1c48f5c87893e5","1","2","351425","https://p.scdn.co/mp3-preview/40dab3de9df40908356ecff92fcd5ed9ef71d4d7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","INV110000485","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:3jCXRAEQq0J4ai2JOmypRq","Teri Umeed Tera Intezar","spotify:artist:4K6blSRoklNdpw4mzLxwfn, spotify:artist:1HGMG8RHvcu1mfdM9MeTek","Kumar Sanu, Sadhana Sargam","spotify:album:5rkxSyCuiDtaAGKVndX3hL","Deewana (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt","Nadeem Shravan","1992-03-04","https://i.scdn.co/image/ab67616d0000b2730d345e6c5c252b8461dc3733","1","2","378940","https://p.scdn.co/mp3-preview/6e24cdecff7a1d0b901f7dcaa1388c76b060d255?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","INV119200169","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:7HRe2bIQcsz2E6jFtUPifc","Sheesha Ho Ya Dil Ho","spotify:artist:61JrslREXq98hurYL2hYoc, spotify:artist:3yS84AjNFqhmuJlIXy7sax","Lata Mangeshkar, Laxmikant–Pyarelal","spotify:album:6WevJfc020tYLDzdDHtqWh","Aasha","spotify:artist:3yS84AjNFqhmuJlIXy7sax","Laxmikant–Pyarelal","1980-03-04","https://i.scdn.co/image/ab67616d0000b27334aa1a34d13e73141b3d5d01","1","6","346480","https://p.scdn.co/mp3-preview/2456ef3f091954f861142f7902f640f6a8397658?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","INH109632000","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:5LqaYVGUqmoNrvOwt2AypE","Aankh Hai Bhari Bhari (Duet Version) - From ""Tum Se Achcha Kaun Hai""","spotify:artist:4K6blSRoklNdpw4mzLxwfn, spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Kumar Sanu, Alka Yagnik","spotify:album:4tKz7QFPutm2i8xZUNUXP0","Aankh Hai Bhari Bhari (Duet Version) [From ""Tum Se Achcha Kaun Hai""]","spotify:artist:4K6blSRoklNdpw4mzLxwfn, spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Kumar Sanu, Alka Yagnik","2017-12-27","https://i.scdn.co/image/ab67616d0000b2735a2b8a4b4bfd3e7d0ca05228","1","1","435696","https://p.scdn.co/mp3-preview/527e1e4c19688d4c934c8c8f69beeb69dc1ff7fe?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","INV110201494","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:4FiWniaewWXU5lTCICwfLU","Shikwa Nahin Kisi Se","spotify:artist:4K6blSRoklNdpw4mzLxwfn","Kumar Sanu","spotify:album:1mPgyHAblK9Tg2xKpAMH4M","Naseeb (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt","Nadeem Shravan","1997-12-18","https://i.scdn.co/image/ab67616d0000b27332aefa6e83dbc66f993a6690","1","5","335568","","false","59","INZ031400068","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:54tzSEMiygXoQ6yTqUUb8L","Sochenge Tumhe Pyar","spotify:artist:4K6blSRoklNdpw4mzLxwfn","Kumar Sanu","spotify:album:5rkxSyCuiDtaAGKVndX3hL","Deewana (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt","Nadeem Shravan","1992-03-04","https://i.scdn.co/image/ab67616d0000b2730d345e6c5c252b8461dc3733","1","3","362888","https://p.scdn.co/mp3-preview/53d81dd1bdb3160879a29a5161f7a460caa6d34d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","INV119200170","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:69yvE5MyvJtMCx75cPl583","Kitaben Bahut Si","spotify:artist:5as8A4G47Ohu9NSWs3Je8U, spotify:artist:1gHVDWrG6hVra3ZxV7mQWd","Asha Bhosle, Vinod Rathod","spotify:album:5idbEvMrr6c2XiAZNBtkKm","Baazigar (Original Motion Picture Soundtrack)","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","1993-04-02","https://i.scdn.co/image/ab67616d0000b273dd80ae5413c53b309946196a","1","5","389386","https://p.scdn.co/mp3-preview/546ae1737c8876a7ed2ff11016206f7646174d01?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","INV119300500","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:7rlUYt3JTteF5OqEnx1UYf","Aapke Pyaar Mein Hum","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:5sifufajls8Q6k04Y4F8mH","Nadeem Shravan, Alka Yagnik, Sameer Anjaan","spotify:album:4Q5dbM6TBcyzO05kUx2jJ3","Raaz (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:5sifufajls8Q6k04Y4F8mH","Nadeem Shravan, Sameer Anjaan","2002-02-01","https://i.scdn.co/image/ab67616d0000b2736b777a57ea3a09c00433e03b","1","1","328000","https://p.scdn.co/mp3-preview/a75d63261fbede448f8a5d6ba74d114197560ec4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","INT100100003","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:6NfXjIsNGXaRaDzdbdxY4m","Jo Bhi Kasmein","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:70B80Lwx2sxti0M1Ng9e8K, spotify:artist:5sifufajls8Q6k04Y4F8mH","Nadeem Shravan, Alka Yagnik, Udit Narayan, Sameer Anjaan","spotify:album:4Q5dbM6TBcyzO05kUx2jJ3","Raaz (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:5sifufajls8Q6k04Y4F8mH","Nadeem Shravan, Sameer Anjaan","2002-02-01","https://i.scdn.co/image/ab67616d0000b2736b777a57ea3a09c00433e03b","1","3","339840","https://p.scdn.co/mp3-preview/1aeea5baada590b520bfbcb6df3de372f814d0db?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","INT100100001","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:66eUlx0WYK1Jc56bIinkF9","Kitna Pyaara Hai","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:70B80Lwx2sxti0M1Ng9e8K, spotify:artist:5sifufajls8Q6k04Y4F8mH","Nadeem Shravan, Alka Yagnik, Udit Narayan, Sameer Anjaan","spotify:album:4Q5dbM6TBcyzO05kUx2jJ3","Raaz (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:5sifufajls8Q6k04Y4F8mH","Nadeem Shravan, Sameer Anjaan","2002-02-01","https://i.scdn.co/image/ab67616d0000b2736b777a57ea3a09c00433e03b","1","4","261000","https://p.scdn.co/mp3-preview/080f66fbf22fefd9d2c839d24ac2f4c89e0cda4b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","INT100100004","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:42OnkdXwkKo5NzkdOmvE75","Main Agar Saamne","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:2ZRrPOjBIWoKK5rHedLijj, spotify:artist:5sifufajls8Q6k04Y4F8mH","Nadeem Shravan, Alka Yagnik, Abhijeet, Sameer Anjaan","spotify:album:4Q5dbM6TBcyzO05kUx2jJ3","Raaz (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:5sifufajls8Q6k04Y4F8mH","Nadeem Shravan, Sameer Anjaan","2002-02-01","https://i.scdn.co/image/ab67616d0000b2736b777a57ea3a09c00433e03b","1","5","346000","https://p.scdn.co/mp3-preview/79592194fc4c3b8d15f1411890b7513c90dcdf22?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","INT100100006","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:2NxH2xxK8nXQ313usuRRT1","Pyaar Se Pyar Hum","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:2ZRrPOjBIWoKK5rHedLijj, spotify:artist:5sifufajls8Q6k04Y4F8mH","Nadeem Shravan, Abhijeet, Sameer Anjaan","spotify:album:4Q5dbM6TBcyzO05kUx2jJ3","Raaz (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:5sifufajls8Q6k04Y4F8mH","Nadeem Shravan, Sameer Anjaan","2002-02-01","https://i.scdn.co/image/ab67616d0000b2736b777a57ea3a09c00433e03b","1","7","330000","https://p.scdn.co/mp3-preview/f2eb7021530a0acbf2bb18ccc7d2e3c59076cfe1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","INT100100002","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:2e3Uzf1zknehFO4XyWyLBJ","Paas Woh Aane Lage","spotify:artist:4K6blSRoklNdpw4mzLxwfn, spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Kumar Sanu, Alka Yagnik","spotify:album:1RS7g5vd7ohFf8dK2AFgcK","Main Khiladi Tu Anari (Original Motion Picture Soundtrack)","spotify:artist:71hjb5G92mGoKRSAW3Cj00","Anu Malik","1994-06-05","https://i.scdn.co/image/ab67616d0000b2734f1004182873f535e6d23bf3","1","2","372514","https://p.scdn.co/mp3-preview/178214dceee35f7755c970eb0ab859182d54c4df?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","INV119400354","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:7n278iHoD21kun2OymTABC","Tumse Milne Ki Tamanna Hai","spotify:artist:2ae6PxICSOZHvjqiCcgon8","S. P. Balasubrahmanyam","spotify:album:0vM40ZvKzbI97anisDuMGJ","Saajan (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:5sifufajls8Q6k04Y4F8mH","Nadeem Shravan, Sameer Anjaan","1993-06-20","https://i.scdn.co/image/ab67616d0000b2739711c40e3ffc7e7f179336ed","1","2","329986","https://p.scdn.co/mp3-preview/67abe3d8afe8a15bd60861e69b92503b53754f89?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","INV119300921","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:2FasYCxo2yAPDnIkoRp7SS","Dil Hai Ke Manta Nahin","spotify:artist:4hkB2bR5ek6lJChj6aunCn, spotify:artist:4K6blSRoklNdpw4mzLxwfn","Anuradha Paudwal, Kumar Sanu","spotify:album:2azyipdkosVEQFLWDaHGi3","Dil Hai Ke Manta Nahin","spotify:artist:4PhJv48oy3YJMQ5hDt9BFu","Bhushan Dua","1991-11-01","https://i.scdn.co/image/ab67616d0000b273eef5d8ba5626de47f6878c42","1","7","372293","https://p.scdn.co/mp3-preview/297ab296ee9e59ec960464ab4a36851e137030b8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","INS189110015","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:1hGj2l3qGnv33MGXqse1hQ","Barsaat Ke Mausam Mein","spotify:artist:4K6blSRoklNdpw4mzLxwfn, spotify:artist:03SZmfKAgYRQKUwy0EoJUa","Kumar Sanu, Roop Kumar Rathod","spotify:album:7m84dfY0n4DnoB6rGT8tuM","Naajayaz (Original Motion Picture Soundtrack)","spotify:artist:71hjb5G92mGoKRSAW3Cj00","Anu Malik","1995-03-03","https://i.scdn.co/image/ab67616d0000b273c388e8b8c1bb81d358970585","1","1","524506","https://p.scdn.co/mp3-preview/99f94e2fe594f4f2a8ed891445371c79452a7f80?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","INT109500041","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:1acxzJSLNUISeYPGa5IOZ3","Too Shayar Hai Main Teri Shayari","spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Alka Yagnik","spotify:album:0vM40ZvKzbI97anisDuMGJ","Saajan (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:5sifufajls8Q6k04Y4F8mH","Nadeem Shravan, Sameer Anjaan","1993-06-20","https://i.scdn.co/image/ab67616d0000b2739711c40e3ffc7e7f179336ed","1","5","389906","https://p.scdn.co/mp3-preview/2a99d0cd0b9c5140a691559925ea8341ca8842c6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","INV119300924","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:1cNrzf7gBKBDXgmRDIBX38","Waadiye Ishq Se (From ""Rahbar"")","spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Alka Yagnik","spotify:album:0cPqV7ANsEL2kF0CDBf5Kv","Bollywood Melody Queen (Alka Yagnik)","spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Alka Yagnik","2016-07-01","https://i.scdn.co/image/ab67616d0000b273ce374238522272ac62ef5a02","1","3","328613","https://p.scdn.co/mp3-preview/bba12bb197b4739c9ad4b125a1191dbb3ff4c083?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","INV119201036","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:3CVsfCGtVJGLH9UQMKmBMC","Meri Mehbooba","spotify:artist:4K6blSRoklNdpw4mzLxwfn, spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Kumar Sanu, Alka Yagnik","spotify:album:5SKotVYCyEbrc2efbRMcsJ","Pardes (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:3Bku4b0uiR8KJSXu7U8Iyy","Nadeem Shravan, Anand Bakshi","1997-08-08","https://i.scdn.co/image/ab67616d0000b273a9df849755dad656e002852e","1","5","415906","https://p.scdn.co/mp3-preview/f571de1e29e02f496593c567819d5305d3bcc172?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","INT109700002","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
